DeptCode,CourseNo,Concurrent,PrereqDeptCode,PrereqCourseNo
JRMC,3330,0,JRMC,2230
JRMC,3333,0,JRMC,3312
JRMC,3337,0,JRMC,2202
JRMC,3339,0,JRMC,2202
JRMC,3355,0,JRMC,3305
JRMC,3355,0,JRMC,3315
JRMC,3366,0,ENTR,4503
JRMC,3380,0,JRMC,2203
JRMC,3390,0,JRMC,2200
JRMC,4402,0,JRMC,2202
JRMC,4403,0,JRMC,2202
JRMC,4405,0,JRMC,3305
JRMC,4412,0,JRMC,3312
JRMC,4415,0,JRMC,2202
JRMC,4415,0,JRMC,3315
JRMC,4425,0,JRMC,3315
JRMC,4425,0,JRMC,3320
JRMC,4425,0,JRMC,4415
JRMC,4430,0,JRMC,3315
JRMC,4430,0,JRMC,3320
JRMC,4441,0,JRMC,2202
JRMC,4444,0,JRMC,2202
JRMC,4460,0,JRMC,2202
JRMC,4471,0,JRMC,2202
JRMC,4480,0,JRMC,3333
JRMC,4480,0,JRMC,3339
JRMC,4480,0,JRMC,4460
JRMC,4482,0,JRMC,3320
JRMC,4482,0,JRMC,4420
JRMC,4482,0,JRMC,4444
JRMC,5201,0,JRMC,2201
JRMC,5201,0,JRMC,3301
JRMC,5240,0,JRMC,5201
LING,2210,0,RHET,2010
LING,2299,0,RHET,1000
LING,3320,0,LING,2200
LING,3330,0,LING,2200
LING,4410,0,CSCE,1101
LING,4410,0,LING,2200
LING,4410,0,LING,3330
LAW,5201,0,LAW,5200
LAW,5205,0,LAW,5202
LAW,5205,0,LAW,5209
LAW,5207,0,LAW,5209
LAW,5207,0,LAW,5210
LAW,5208,0,LAW,5209
LAW,5208,0,LAW,5210
LAW,5223,0,LAW,5202
LAW,5223,0,LAW,5209
LAW,5224,0,LAW,5202
LAW,5225,0,LAW,5202
LAW,5226,0,LAW,5202
LAW,5228,0,LAW,5209
LAW,5228,0,LAW,5210
LAW,5299,0,LAW,5227
MGMT,3301,0,BADM,2001
MGMT,3301,0,MGMT,3201
MGMT,4202,0,MGMT,3201
MGMT,4202,0,BADM,2001
MGMT,4203,0,MGMT,3201
MGMT,4402,0,BADM,2001
MGMT,5303,0,MGMT,5202
MGMT,5304,0,BADM,5310
MGMT,5306,0,BADM,5310
MGMT,5308,0,BADM,5310
MGMT,5370,0,BADM,5310
MOIS,3201,0,MOIS,2101
MOIS,3301,0,MOIS,2101
MOIS,3401,0,MOIS,2101
MOIS,3501,0,MOIS,2101
MOIS,3601,0,MOIS,2101
MOIS,3701,0,MOIS,2101
MOIS,3702,0,MOIS,2101
MOIS,3703,0,MOIS,2101
MOIS,3801,0,MOIS,2101
MOIS,4202,0,MOIS,3201
MOIS,4704,0,MOIS,3201
MOIS,4704,0,MACT,2222
MOIS,4704,0,CSCE,1101
MOIS,5202,0,MOIS,5211
MOIS,5211,0,MOIS,5202
MOIS,5301,0,BADM,5310
MOIS,5302,0,BADM,5310
MOIS,5303,0,BADM,5310
MOIS,5304,0,OPMG,5201
MOIS,5304,0,MOIS,3201
MOIS,5305,0,BADM,5310
MOIS,5370,0,BADM,5310
MKTG,3201,0,MKTG,2101
MKTG,3201,0,MACT,3224
MKTG,3201,0,MACT,2222
MKTG,3201,0,MACT,1221
MKTG,3202,0,MKTG,2101
MKTG,3301,0,MKTG,2101
MKTG,4203,0,MKTG,3201
MKTG,4302,0,MKTG,2101
MKTG,4303,0,MKTG,2101
MKTG,4401,0,MKTG,2101
MKTG,4501,0,MKTG,2101
MKTG,4601,0,MKTG,2101
MKTG,4602,0,MKTG,3201
MKTG,4602,0,MKTG,3202
MKTG,4602,0,FINC,2101
MKTG,4970,0,MKTG,2101
MKTG,5301,0,BADM,5310
MKTG,5304,0,BADM,5310
MKTG,5305,0,BADM,5310
MKTG,5306,0,BADM,5310
MKTG,5307,0,BADM,5310
MKTG,5370,0,BADM,5310
MACT,1112,0,MACT,1111
MACT,1121,0,MACT,1111
MACT,1122,0,MACT,1121
MACT,2123,0,MACT,1122
MACT,2124,0,MACT,2123
MACT,2131,1,MACT,1121
MACT,2132,0,MACT,2123
MACT,2141,0,MACT,2123
MACT,2146,0,MACT,1122
MACT,2146,0,MACT,2132
MACT,3133,0,MACT,2131
MACT,3133,0,PHIL,2010
MACT,3142,0,MACT,2141
MACT,3143,0,CSCE,1001
MACT,3143,0,MACT,2141
MACT,3143,1,MACT,2132
MACT,3146,0,MACT,2146
MACT,3211,1,MACT,2123
MACT,3223,0,MACT,3211
MACT,3224,0,MACT,2123
MACT,3311,1,MACT,2123
MACT,4125,0,MACT,2124
MACT,4126,0,MACT,2131
MACT,4126,0,MACT,2124
MACT,4127,0,MACT,4126
MACT,4134,0,MACT,2131
MACT,4134,0,MACT,2132
MACT,4135,0,MACT,2131
MACT,4135,0,MACT,3211
MACT,4135,0,MACT,3224
MACT,4212,0,MACT,2132
MACT,4212,0,MACT,2141
MACT,4212,0,MACT,3211
MACT,4212,0,MACT,3224
MACT,4213,0,MACT,2132
MACT,4213,0,MACT,4212
MACT,4231,0,MACT,2132
MACT,4231,0,MACT,3223
MACT,4231,0,MACT,3224
MACT,4231,0,ECON,2081
MACT,4232,0,MACT,4231
MACT,4232,0,ECON,3081
MACT,4233,0,MACT,2132
MACT,4233,0,MACT,3223
MACT,4233,0,MACT,3224
MACT,4233,0,ECON,3061
MACT,4233,0,ECON,3081
MACT,4312,0,MACT,3311
MACT,4313,0,MACT,4212
MACT,4313,0,MACT,4312
MACT,4314,0,FINC,3201
MACT,4321,0,MACT,3211
MACT,4321,0,MACT,3311
MACT,4322,0,MACT,4212
MACT,4322,0,MACT,4321
MACT,4331,0,MACT,3211
MACT,4332,0,MACT,3223
MACT,4332,0,MACT,4331
MENG,2112,0,ENGR,2102
MENG,2505,0,ENGR,1001
MENG,2505,0,ENGR,1005
MENG,3207,0,CHEM,1005
MENG,3207,0,ENGR,2112
MENG,3209,0,MENG,3207
MENG,3217,0,ENGR,2102
MENG,3217,0,ENGR,2104
MENG,3217,0,MENG,2112
MENG,3217,0,MENG,3207
MENG,3402,0,ENGR,3202
MENG,3402,0,MACT,3224
MENG,3446,0,MACT,3224
MENG,3446,0,ENGR,3222
MENG,3502,0,ENGR,2104
MENG,3502,0,ENGR,3202
MENG,3505,0,ENGR,2112
MENG,3505,0,MENG,2505
MENG,3505,0,ENGR,3202
MENG,3506,0,ENGR,2104
MENG,3506,0,MENG,2505
MENG,3506,1,MENG,3209
MENG,3601,0,ENGR,2122
MENG,3601,0,CHEM,1005
MENG,3601,0,CHEM,1015
MENG,3602,0,MENG,3601
MENG,3605,0,MENG,3601
MENG,3705,0,PHYS,2211
MENG,3705,0,PHYS,2212
MENG,3705,0,MENG,3502
MENG,4208,0,MENG,3209
MENG,4208,0,MENG,3506
MENG,4221,0,MENG,3209
MENG,4225,0,MENG,3209
MENG,4226,0,MENG,3209
MENG,4227,0,MENG,3209
MENG,4229,0,MENG,3209
MENG,4232,0,MENG,3209
MENG,4239,0,PHYS,2211
MENG,4239,0,MENG,3209
MENG,4440,0,ENGR,3202
MENG,4441,0,MENG,4440
MENG,4441,0,MACT,3224
MENG,4442,0,MENG,3402
MENG,4443,0,MENG,3402
MENG,4444,0,MENG,3209
MENG,4445,0,ENGR,3202
MENG,4445,0,ENGR,3222
MENG,4448,0,MENG,4440
MENG,4449,0,ENGR,3222
MENG,4477,0,MENG,3209
MENG,4507,0,MENG,3506
MENG,4507,0,MENG,3502
MENG,4551,0,MENG,2505
MENG,4551,0,MENG,3506
MENG,4553,0,MENG,3505
MENG,4553,0,ENGR,3202
MENG,4554,0,MENG,4553
MENG,4555,0,MENG,3705
MENG,4558,0,MENG,3209
MENG,4558,0,MENG,3506
MENG,4565,0,MENG,3506
MENG,4606,0,ENGR,3202
MENG,4606,0,MENG,3602
MENG,4661,0,MENG,3602
MENG,4662,0,MENG,4606
MENG,4662,0,MENG,3605
MENG,4663,0,MENG,3605
MENG,4663,0,MENG,4606
MENG,4665,0,MENG,3602
MENG,4665,0,MENG,3605
MENG,4666,0,MENG,3605
MENG,4666,0,MENG,4606
MENG,4667,0,MENG,4606
MENG,4667,0,MENG,3605
MENG,4756,0,MENG,3705
MENG,4757,0,ENGR,2104
MENG,4778,0,PHYS,2211
MENG,4779,0,MENG,3705
MENG,4932,0,MENG,3209
MENG,4980,0,MENG,3446
MENG,4980,0,MENG,3605
MENG,4980,0,MENG,3705
MENG,4981,0,MENG,4980
MENG,5981,0,ENGR,5940
MENG,6255,0,MENG,3505
MENG,6262,0,MENG,3602
MENG,6262,0,MENG,4606
MUSC,1800,1,MUSC,1805
MUSC,2099,0,RHET,1000
MUSC,2302,0,MUSC,2200
MUSC,2302,0,MUSC,2300
MUSC,2302,0,MUSC,2302
MUSC,2302,0,MUSC,2302
MUSC,2303,0,MUSC,2300
MUSC,2303,0,MUSC,2301
MUSC,2400,0,MUSC,1805
MUSC,2400,0,MUSC,2200
MUSC,2400,0,MUSC,1800
MUSC,2400,0,MUSC,2401
MUSC,2401,0,MUSC,2400
MUSC,2450,0,MUSC,1805
MUSC,2450,0,MUSC,2200
MUSC,2450,0,MUSC,1800
MUSC,2450,0,MUSC,2451
MUSC,2451,0,MUSC,1805
MUSC,2451,0,MUSC,2200
MUSC,2451,0,MUSC,1800
MUSC,2451,0,MUSC,2450
MUSC,2850,1,MUSC,1805
MUSC,3110,0,MUSC,1800
MUSC,3150,0,MUSC,2200
MUSC,3200,0,MUSC,2200
MUSC,3200,0,MUSC,2400
MUSC,3250,0,MUSC,2200
MUSC,3304,0,MUSC,2200
MUSC,3304,0,MUSC,2300
MUSC,3304,0,MUSC,2301
MUSC,3305,0,MUSC,2200
MUSC,3305,0,MUSC,2300
MUSC,3306,0,MUSC,2301
MUSC,3308,0,MUSC,2300
MUSC,3400,0,MUSC,2400
MUSC,3400,0,MUSC,2401
MUSC,3400,0,MUSC,3401
MUSC,3401,0,MUSC,2400
MUSC,3401,0,MUSC,2401
MUSC,3450,0,MUSC,2450
MUSC,3450,0,MUSC,2451
MUSC,3450,0,MUSC,3451
MUSC,3451,0,MUSC,2450
MUSC,3451,0,MUSC,2451
MUSC,3451,0,MUSC,3450
MUSC,3520,0,MUSC,1805
MUSC,3520,0,MUSC,2200
MUSC,3520,0,MUSC,1800
MUSC,4308,0,MUSC,2300
MUSC,4308,0,MUSC,2301
MUSC,4309,0,MUSC,2200
MUSC,4309,0,MUSC,2300
MUSC,4309,0,MUSC,2301
MUSC,4400,0,MUSC,3400
MUSC,4400,0,MUSC,3401
MUSC,4400,0,MUSC,4401
MUSC,4401,0,MUSC,3400
MUSC,4401,0,MUSC,3401
MUSC,4401,0,MUSC,4400
MUSC,4800,0,MUSC,1800
NANO,5210,0,PHYS,4042
NANO,5241,0,NANO,5205
NANO,5242,0,NANO,5205
NANO,5980,0,SCI,5940
NANO,6240,0,NANO,5205
OPMG,5211,0,FINC,5211
PENG,2011,0,CHEM,1005
PENG,2012,1,PENG,2011
PENG,2013,0,ENGR,1001
PENG,2411,0,PHYS,1021
PENG,2411,0,MACT,2123
PENG,2415,0,CHEM,1005
PENG,2415,1,ENGR,2122
PENG,3011,0,SCI,2005
PENG,3021,0,SCI,2005
PENG,3021,0,PENG,3211
PENG,3021,0,PENG,3022
PENG,3022,0,PENG,3211
PENG,3022,0,PENG,3021
PENG,3111,0,PENG,3021
PENG,3111,1,ENGR,2122
PENG,3112,0,PENG,3111
PENG,3211,0,PENG,2013
PENG,3215,0,PENG,3211
PENG,3215,0,PENG,3021
PENG,3225,0,PENG,3215
PENG,3227,0,PENG,3011
PENG,3227,0,PENG,3021
PENG,3310,0,PENG,3111
PENG,3311,0,PENG,3211
PENG,3321,0,PENG,3311
PENG,3321,0,PENG,3411
PENG,3411,0,ENGR,2122
PENG,3411,0,CHEM,1005
PENG,3413,0,PHYS,1011
PENG,3413,0,PENG,3411
PENG,3415,0,ENGR,2122
PENG,3415,0,PENG,3413
PENG,3420,0,CHEM,1005
PENG,3420,0,PENG,2415
PENG,3420,0,PENG,3411
PENG,3421,0,PENG,2411
PENG,3421,0,PENG,3420
PENG,4015,0,PENG,3011
PENG,4121,0,PENG,3111
PENG,4121,0,PENG,3310
PENG,4123,0,PENG,4121
PENG,4125,0,PENG,4121
PENG,4223,0,ENGR,3202
PENG,4223,0,PENG,4224
PENG,4224,0,PENG,3215
PENG,4225,0,PENG,3215
PENG,4226,0,PENG,3311
PENG,4226,0,ENGR,3222
PENG,4227,0,PENG,3227
PENG,4227,0,PENG,3215
PENG,4229,0,PENG,3215
PENG,4229,0,PENG,3227
PENG,4313,0,PENG,3311
PENG,4320,0,PENG,3311
PENG,4323,0,PENG,3420
PENG,4325,0,PENG,3311
PENG,4325,0,PENG,3227
PENG,4421,0,PENG,3415
PENG,4421,0,PENG,3421
PENG,4422,0,PENG,4421
PENG,4423,0,PENG,2411
PENG,4423,0,PENG,3415
PENG,4423,0,PENG,3420
PENG,4425,0,PENG,3415
PENG,4427,0,PENG,3413
PENG,4427,0,PENG,3420
PENG,4428,0,PENG,2411
PENG,4428,0,PENG,3415
PENG,4428,0,PENG,3420
PENG,4429,0,PENG,3415
PENG,4429,0,PENG,4421
PENG,4525,0,CHEM,3003
PENG,4525,0,CHEM,3522
PENG,4981,0,PENG,4980
PENG,5254,0,ENGR,5940
PHDS,6291,0,CSCE,5940
PHDS,6291,0,ENGR,5940
PHDS,6291,0,SCI,5940
PHDS,6216,0,ENGR,5204
PHDE,6291,0,CSCE,5940
PHDE,6291,0,ENGR,5940
PHDE,6291,0,SCI,5940
PHIL,2100,0,RHET,1100
PHIL,2100,1,RHET,1010
PHIL,3015,0,HIST,2203
PHIL,3015,0,HIST,3210
PHIL,5112,0,PHIL,3010
PHIL,5150,0,FILM,3130
PHYS,1011,0,MACT,1121
PHYS,1011,1,PHYS,1012
PHYS,1012,0,PHYS,1011
PHYS,1021,0,PHYS,1011
PHYS,1021,0,PHYS,1012
PHYS,1021,0,MACT,1122
PHYS,1021,1,PHYS,1022
PHYS,1022,0,PHYS,1021
PHYS,2041,0,PHYS,1021
PHYS,2041,0,MACT,2141
PHYS,2042,0,PHYS,2041
PHYS,2211,0,PHYS,1021
PHYS,2211,0,PHYS,2212
PHYS,2211,1,PHYS,2213
PHYS,2212,0,PHYS,2211
PHYS,2213,0,PHYS,2211
PHYS,2221,0,PHYS,1021
PHYS,2221,1,PHYS,2222
PHYS,2222,1,PHYS,2221
PHYS,3013,0,MACT,2141
PHYS,3013,0,MACT,2124
PHYS,3023,0,PHYS,2221
PHYS,3023,0,MACT,2124
PHYS,3031,0,PHYS,4042
PHYS,3052,1,PHYS,2041
PHYS,3071,0,MACT,2132
PHYS,3071,0,PHYS,3023
PHYS,3223,0,PHYS,2222
PHYS,3223,0,PHYS,2221
PHYS,3232,0,PHYS,4231
PHYS,3241,0,CSCE,1001
PHYS,3241,0,MACT,2132
PHYS,3241,0,MACT,2141
PHYS,4042,0,PHYS,2041
PHYS,4042,0,MACT,2132
PHYS,4042,0,PHYS,3013
PHYS,4043,0,PHYS,4042
PHYS,4051,0,PHYS,4042
PHYS,4224,0,PHYS,2221
PHYS,4225,0,PHYS,2222
PHYS,4231,0,PHYS,3031
PHYS,4233,0,PHYS,4231
PHYS,4234,0,PHYS,2211
PHYS,4234,0,PHYS,2212
PHYS,4241,0,PHYS,2211
PHYS,4241,0,PHYS,2221
PHYS,4241,0,PHYS,2041
PHYS,4242,0,PHYS,2211
PHYS,4242,0,PHYS,2221
PHYS,4242,0,PHYS,2041
PHYS,4243,0,PHYS,2211
PHYS,4243,0,PHYS,2221
PHYS,4243,0,PHYS,2041
PHYS,4244,0,PHYS,2211
PHYS,4244,0,PHYS,2221
PHYS,4244,0,PHYS,2041
PHYS,4981,0,PHYS,4980
PHYS,5013,0,PHYS,3013
PHYS,5023,0,PHYS,3023
PHYS,5023,0,PHYS,5061
PHYS,5024,0,PHYS,5023
PHYS,5032,0,PHYS,3031
PHYS,5043,0,PHYS,4042
PHYS,5061,0,MACT,2141
PHYS,5235,0,PHYS,4231
PHYS,5236,0,PHYS,2211
PHYS,5236,0,PHYS,4231
PHYS,5237,0,PHYS,5235
PHYS,5242,0,MACT,2141
PHYS,5242,0,MACT,3143
PHYS,5282,0,PHYS,3052
PHYS,5282,0,PHYS,3232
PHYS,5282,0,PHYS,4234
PHYS,6025,0,PHYS,5023
PHYS,6225,0,PHYS,4224
PHYS,6243,0,PHYS,5023
PHYS,6243,0,PHYS,5242
POLS,2096,0,RHET,1010
POLS,2104,0,POLS,1001
POLS,2104,0,POLS,2003
POLS,2104,0,RHET,1010
POLS,2405,0,RHET,1010
POLS,3201,0,RHET,1020
POLS,3201,0,POLS,1001
POLS,3201,0,POLS,2003
POLS,3202,0,RHET,1020
POLS,3202,0,POLS,1001
POLS,3202,0,POLS,2003
POLS,3401,0,POLS,1001
POLS,3401,0,POLS,2003
POLS,3401,0,RHET,1010
POLS,3408,0,POLS,1001
POLS,3408,0,POLS,2003
POLS,3408,0,RHET,1020
POLS,3454,0,POLS,1001
POLS,3454,0,POLS,2003
POLS,3454,0,RHET,1020
POLS,3510,0,POLS,1001
POLS,3510,0,POLS,2003
POLS,3510,0,RHET,1020
POLS,3550,0,POLS,1001
POLS,3550,0,POLS,2003
POLS,3550,0,ECON,2021
POLS,3550,0,RHET,1010
POLS,3620,0,POLS,1001
POLS,3620,0,POLS,2003
POLS,3620,0,RHET,1010
POLS,3620,0,POLS,2405
POLS,4000,0,POLS,3201
POLS,4000,0,POLS,3202
POLS,4000,0,RHET,1020
POLS,4018,0,RHET,1020
POLS,4030,0,RHET,1020
POLS,4033,0,POLS,1001
POLS,4033,0,POLS,2003
POLS,4033,0,RHET,1020
POLS,4099,0,POLS,4000
POLS,4099,0,POLS,4104
POLS,4099,0,RHET,1020
POLS,4104,0,POLS,3201
POLS,4104,0,POLS,3202
POLS,4104,0,RHET,1020
POLS,4216,0,RHET,1020
POLS,4217,0,RHET,1020
POLS,4217,0,POLS,3620
POLS,4226,0,RHET,1020
POLS,4371,0,RHET,1020
POLS,4371,0,POLS,3620
POLS,4372,0,RHET,1020
POLS,4372,0,POLS,4371
POLS,4373,0,RHET,1020
POLS,4374,0,RHET,1020
POLS,4374,0,POLS,4371
POLS,4375,0,RHET,1020
POLS,4377,0,RHET,1020
POLS,4377,0,POLS,3510
POLS,4377,0,POLS,4371
POLS,4378,0,RHET,1020
POLS,4403,0,POLS,1001
POLS,4403,0,POLS,2003
POLS,4403,0,RHET,1020
POLS,4403,0,POLS,3401
POLS,4405,0,POLS,1001
POLS,4405,0,POLS,2003
POLS,4405,0,RHET,1020
POLS,4405,0,POLS,3401
POLS,4405,0,POLS,3401
POLS,4420,0,RHET,1020
POLS,4420,0,POLS,3401
POLS,4422,0,RHET,1020
POLS,4422,0,POLS,3401
POLS,4423,0,POLS,1001
POLS,4423,0,POLS,2003
POLS,4423,0,RHET,1020
POLS,4423,0,POLS,3401
POLS,4424,0,POLS,1001
POLS,4424,0,POLS,2003
POLS,4424,0,RHET,1020
POLS,4424,0,POLS,3401
POLS,4425,0,POLS,1001
POLS,4425,0,POLS,2003
POLS,4425,0,RHET,1020
POLS,4425,0,POLS,3401
POLS,4432,0,RHET,1020
POLS,4432,0,POLS,3401
POLS,4435,0,RHET,1020
POLS,4435,0,POLS,3401
POLS,4437,0,POLS,1001
POLS,4437,0,POLS,2003
POLS,4437,0,RHET,1020
POLS,4437,0,POLS,3401
POLS,4438,0,RHET,1020
POLS,4438,0,POLS,3401
POLS,4439,0,POLS,1001
POLS,4439,0,POLS,2003
POLS,4439,0,RHET,1020
POLS,4439,0,POLS,3401
POLS,4444,0,POLS,1001
POLS,4444,0,POLS,2003
POLS,4444,0,RHET,1020
POLS,4444,0,POLS,3401
POLS,4470,0,RHET,1020
POLS,4480,0,RHET,1020
POLS,4480,0,POLS,3401
POLS,4481,0,RHET,1020
POLS,4481,0,POLS,3620
POLS,4502,0,RHET,1020
POLS,4502,0,POLS,3510
POLS,4502,0,POLS,3550
POLS,4513,0,RHET,1020
POLS,4513,0,ECON,2021
POLS,4513,0,POLS,3620
POLS,4513,0,POLS,3550
POLS,4523,0,RHET,1020
POLS,4523,0,POLS,3510
POLS,4523,0,POLS,3550
POLS,4525,0,RHET,1020
POLS,4525,0,POLS,3620
POLS,4525,0,POLS,3550
POLS,4526,0,RHET,1020
POLS,4526,0,POLS,3510
POLS,4526,0,POLS,3550
POLS,4542,0,RHET,1020
POLS,4542,0,POLS,3550
POLS,4550,0,RHET,1020
POLS,4550,0,POLS,3550
POLS,4551,0,RHET,1020
POLS,4551,0,POLS,3550
POLS,4560,0,RHET,1020
POLS,4565,0,RHET,1020
POLS,4565,0,POLS,3510
POLS,4565,0,POLS,3550
POLS,4605,0,RHET,1020
POLS,4605,0,POLS,3620
POLS,4608,0,RHET,1020
POLS,4608,0,POLS,3620
POLS,4609,0,RHET,1020
POLS,4609,0,POLS,3620
POLS,4610,0,RHET,1020
POLS,4610,0,POLS,3620
POLS,4611,0,RHET,1020
POLS,4611,0,POLS,3620
POLS,4614,0,RHET,1020
POLS,4614,0,POLS,4611
POLS,4615,0,RHET,1020
POLS,4615,0,POLS,4611
POLS,4640,0,RHET,1020
POLS,4640,0,POLS,3620
POLS,5130,0,RHET,1020
POLS,5140,0,RHET,1020
POLS,5140,0,POLS,3620
POLS,5230,0,POLS,5201
POLS,5258,0,POLS,5201
POLS,5258,0,POLS,5202
POLS,5261,0,ECON,2021
POLS,5261,0,POLS,5202
POLS,5262,0,POLS,5202
OPMG,2101,0,MACT,1112
OPMG,2101,0,ECON,2061
OPMG,3201,0,MACT,1221
OPMG,3201,0,ECON,2061
OPMG,3201,0,MACT,2222
OPMG,4102,0,OPMG,4202
OPMG,4202,0,OPMG,3201
OPMG,4203,0,OPMG,3201
OPMG,4204,0,OPMG,3201
OPMG,4301,0,OPMG,3201
OPMG,5202,0,OPMG,5201
OPMG,5301,0,BADM,5310
OPMG,5302,0,BADM,5310
OPMG,5303,0,BADM,5310
OPMG,5305,0,BADM,5310
OPMG,5306,0,BADM,5310
OPMG,5370,0,BADM,5310
PSYC,2100,0,PSYC,1000
PSYC,2100,0,PSYC,2000
PSYC,2100,0,RHET,1020
PSYC,2100,0,LALT,1020
PSYC,3002,0,PSYC,1000
PSYC,3003,0,PSYC,1000
PSYC,3010,0,PSYC,1000
PSYC,3011,0,PSYC,1000
PSYC,3040,0,PSYC,1000
PSYC,3080,0,PSYC,2100
PSYC,3270,0,PSYC,1000
PSYC,3420,0,PSYC,1000
PSYC,3800,0,BIOL,1011
PSYC,3800,0,PSYC,1000
PSYC,4001,0,PSYC,2100
PSYC,4011,0,PSYC,1000
PSYC,4012,0,PSYC,1000
PSYC,4013,0,PSYC,1000
PSYC,4014,0,PSYC,3040
PSYC,4016,0,PSYC,1000
PSYC,4022,0,PSYC,3010
PSYC,4022,0,PSYC,3270
PSYC,4062,0,PSYC,3270
PSYC,4062,0,PSYC,3420
PSYC,4062,0,PSYC,3800
PSYC,4063,0,PSYC,1000
PSYC,4063,0,PSYC,3003
PSYC,4098,0,BIOL,1011
PSYC,4098,0,PSYC,3800
PSYC,4150,0,PSYC,1000
PSYC,4150,0,PSYC,2000
PSYC,4150,0,PSYC,2100
PSYC,5264,0,PSYC,5200
PSYC,5264,0,PSYC,5210
PSYC,5264,0,PSYC,5230
PSYC,5264,0,PSYC,5241
PSYC,5264,0,PSYC,5251
PSYC,5264,0,PSYC,5261
PSYC,5265,0,PSYC,5205
PSYC,5265,0,EDUC,5204
PSYC,5265,0,EDUC,5238
PSYC,5274,0,PSYC,5200
PSYC,5274,0,PSYC,5210
PSYC,5274,0,PSYC,5230
PSYC,5274,0,PSYC,5241
PSYC,5274,0,PSYC,5251
PSYC,5274,0,PSYC,5261
PSYC,5274,0,PSYC,5264
PSYC,5283,0,PSYC,5203
PSYC,5283,0,PSYC,5210
PSYC,5283,0,PSYC,5230
PSYC,5283,0,PSYC,5220
PSYC,5283,0,PSYC,5233
PSYC,5283,0,PSYC,5243
PSYC,5284,0,PSYC,5264
PSYC,5284,0,PSYC,5274
PPAD,2099,0,RHET,1000
PPAD,5225,0,PPAD,5251
PPAD,5232,0,PPAD,5231
RHET,1020,0,RHET,1010
RHET,1020,0,CORE,1010
RHET,1100,0,RHET,1000
RHET,2010,0,RHET,1100
RHET,2099,0,RHET,1020
RHET,3099,0,RHET,1020
RHET,3110,0,RHET,1020
RHET,3120,0,RHET,1020
RHET,3130,0,RHET,1020
RHET,3140,0,RHET,1020
RHET,3150,0,RHET,1020
RHET,3160,0,RHET,1020
RHET,3210,0,RHET,1020
RHET,3220,0,RHET,1020
RHET,3230,0,RHET,1020
RHET,3240,0,RHET,1020
RHET,3250,0,RHET,1020
RHET,3310,0,RHET,1020
RHET,3320,0,RHET,1020
RHET,3330,0,RHET,1020
RHET,3340,0,RHET,1020
RHET,3350,0,RHET,1020
RHET,4060,0,RHET,1020
RHET,4160,0,RHET,1020
RHET,4260,0,RHET,1020
RHET,4270,0,RHET,1020
RHET,4280,0,RHET,1020
RHET,4360,0,RHET,1020
RCSS,5234,0,ECNG,3202
RCSS,5234,0,ECNG,4306
RCSS,5989,0,ENGR,5940
SOC,2005,1,RHET,2010
SOC,2099,0,RHET,1000
SOC,3010,0,PSYC,1000
SOC,3104,0,SOC,3102
SOC,3105,0,SOC,2101
SOC,3105,0,SOC,3103
SOC,3105,0,SOC,3103
SOC,4107,0,SOC,3105
SOC,4107,0,ANTH,3105
GREN,5204,0,MGMT,5307
GREN,5224,0,ACCT,5201
TEAL,5202,0,TEAL,5201
TEAL,5203,0,TEAL,5202
TEAL,5204,0,TEAL,5203
TEAL,5205,0,TEAL,5204
TEAL,5206,0,TEAL,5205
TEAL,5207,0,TEAL,5206
TEAL,5208,0,TEAL,5207
TEAL,5209,0,TEAL,5208
THTR,2099,0,RHET,1000
THTR,2601,0,THTR,1201
THTR,3201,0,THTR,2201
THTR,3203,0,THTR,3201
THTR,3205,0,THTR,3201
THTR,3207,0,THTR,2201
THTR,3207,0,THTR,2211
THTR,3211,0,THTR,2211
THTR,3301,0,THTR,2201
THTR,3301,0,THTR,2301
THTR,3401,0,THTR,1201
THTR,3401,0,THTR,2401
THTR,3501,0,THTR,2301
THTR,3503,0,THTR,3501
THTR,3601,0,THTR,2401
THTR,3601,0,THTR,2601
THTR,4301,0,THTR,3301
THTR,4404,0,THTR,2401
THTR,4404,0,THTR,3401
THTR,4405,0,THTR,2401
THTR,4406,0,THTR,2401
THTR,4406,0,THTR,3401
THTR,4703,0,THTR,3401
THTR,4703,0,THTR,3301
THTR,4703,0,THTR,4103
TVDJ,5237,0,TVDJ,5241
TVDJ,5237,1,TVDJ,5242
TVDJ,5239,0,TVDJ,5237
TVDJ,5241,0,TVDJ,5237
TVDJ,5241,1,TVDJ,5242
TVDJ,5242,0,TVDJ,5241
TVDJ,5242,1,TVDJ,5237
TVDJ,5245,0,TVDJ,5237
TVDJ,5245,0,TVDJ,5241
TVDJ,5245,0,TVDJ,5242
TVDJ,5246,0,TVDJ,5245
ARTV,2202,0,ARTV,2201
ARTV,2203,0,ARTV,2200
ARTV,2206,0,ARTV,2201
ARTV,3115,0,ARTV,2113
ARTV,3311,0,ARTV,2201
ARTV,3311,0,ARTV,2202
ARTV,3312,0,ARTV,2200
ARTV,3312,0,ARTV,2201
ARTV,3316,0,ARTV,2214
ARTV,3316,0,ARTV,2113
ARTV,4270,0,ARTV,4269
ARTV,4311,0,ARTV,3312
ARTV,4312,0,ARTV,4311
